map_id	positions	path	name	passive_ids	special_objects	object_classes	dungeons	known_dungeon_53
444	4	map/MirkwoodDeep/n415(2,1).map	PVP无名	[3 4 231 245 246]	object=221 -> monster=5001 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5001 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5001 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5001 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=2/declared=4/scripted=0/other=0	dungeon=4(ownership)	false
445	4	map/MirkwoodDeep/n422(1,3).map	PVP无名	[3 4 286]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=2/declared=3/scripted=0/other=0	dungeon=4(ownership)	false
446	4	map/MirkwoodDeep/n423(2,3).map	PVP无名	[3 4 221 231 286]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=2/declared=4/scripted=0/other=0	dungeon=4(ownership)	false
447	5	map/MirkwoodDeep/n424(2,3).map	PVP无名	[3 4 221 231]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=2/declared=3/scripted=0/other=0	dungeon=4(ownership)	false
448	4	map/MirkwoodDeep/n428(3,3).map	PVP无名	[3 4 221]	object=1015 -> monster=3 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=3 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=2/declared=3/scripted=0/other=0	dungeon=4(ownership)	false
449	4	map/MirkwoodDeep/n429(3,2).map	PVP无名	[3 4 221 231 281 282 286]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=2/declared=6/scripted=0/other=0	dungeon=4(ownership)	false
450	4	map/MirkwoodDeep/n430(3,2).map	PVP无名	[3 4 221 231 281]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=2/declared=4/scripted=0/other=0	dungeon=4(ownership)	false
451	4	map/MirkwoodDeep/n431(2,2).map	PVP无名	[3 4 221 231]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=2/declared=3/scripted=0/other=0	dungeon=4(ownership)	false
452	4	map/MirkwoodDeep/n432(2,2).map	PVP无名	[3 4 231 245 246]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=2/declared=4/scripted=0/other=0	dungeon=4(ownership)	false
453	4	map/MirkwoodDeep/n433(2,2).map	PVP无名	[3 4 231]	object=1015 -> monster=3 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=3 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=2/declared=3/scripted=0/other=0	dungeon=4(ownership)	false
454	4	map/MirkwoodDeep/h402(0,0).map	PVP无名	[3 4 221 228]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=2/declared=4/scripted=0/other=0	dungeon=4(ownership)	false
455	4	map/MirkwoodDeep/h408(4,0).map	PVP无名	[3 4 221 286]	object=1015 -> monster=3 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=2/declared=5/scripted=0/other=0	dungeon=4(ownership)	false
458	4	map/MirkwoodDeep/h420(0,3).map	PVP无名	[3 4 221 286]	object=1015 -> monster=3 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=2/declared=5/scripted=0/other=0	dungeon=4(ownership)	false
459	4	map/MirkwoodDeep/h426(4,3).map	PVP无名	[3 4 221]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=4 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=2/declared=3/scripted=0/other=0	dungeon=4(ownership)	false
461	4	map/MirkwoodDeep/h436(0,2).map	PVP无名	[3 4 221 283 286]	object=1015 -> monster=3 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj	presentation=2/declared=6/scripted=0/other=0	dungeon=4(ownership)	false
462	4	map/MirkwoodDeep/b417(4,1).map	PVP无名	[3 4 221 245 246 283]	object=1015 -> monster=3 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=3 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=6 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj	presentation=2/declared=7/scripted=0/other=0	dungeon=4(ownership)	false
605	4	map/Sunderland/e603.map	PVP无名	[291 292]	object=221 -> monster=10 level=8 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=13 level=8 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5001 level=8 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=3/scripted=0/other=0	dungeon=5(ownership)	false
606	4	map/Sunderland/e604.map	PVP无名	[251 254 256 257 293 1009]	object=221 -> monster=10 level=8 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=10 level=8 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=10 level=8 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=11 level=7 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=13 level=9 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=13 level=9 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5001 level=8 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=8 level=8 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=8 level=8 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=7/scripted=0/other=0	dungeon=5(ownership)	false
608	4	map/Sunderland/n602.map	PVP无名	[251 252 254 256 1009 1010]	object=221 -> monster=13 level=8 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=9/scripted=0/other=0	dungeon=5(ownership)	false
609	4	map/Sunderland/n603.map	PVP无名	[221 293]	object=221 -> monster=8 level=9 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=8 level=9 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=2/scripted=0/other=0	dungeon=5(ownership)	false
613	4	map/Sunderland/h602.map	PVP无名	[251 254 255 256 257 261 292 293 1009 1010]	object=221 -> monster=8 level=9 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=11/scripted=0/other=0	dungeon=5(ownership)	false
615	4	map/Sunderland/h604.map	PVP无名	[283 292 293 294 295]	object=221 -> monster=10 level=9 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=7/scripted=0/other=0	dungeon=5(ownership)	false
616	4	map/Sunderland/h605.map	PVP无名	[247 261 291 292 303]	object=221 -> monster=8 level=9 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=8/scripted=0/other=0	dungeon=5(ownership)	false
617	4	map/Sunderland/h606.map	PVP无名	[221 254 256 296 1008]	object=221 -> monster=10 level=9 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=13 level=9 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=6/scripted=0/other=0	dungeon=5(ownership)	false
628	4	map/Sunderland/h610.map	PVP无名	[221 247 248 261 292]	object=222 -> monster=6 level=9 ref=MapObject/BreakableObject/TreasureBox.obj	presentation=0/declared=8/scripted=0/other=0	dungeon=5(ownership)	false
632	4	map/Sunderland/e609.map	PVP无名	[221 227 228 231 247 248 292 296]	object=221 -> monster=6 level=9 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=8/scripted=0/other=0	dungeon=5(ownership)	false
635	4	map/Sunderland/h613.map	PVP无名	[221 231 247 248 292 296]	object=222 -> monster=10 level=9 ref=MapObject/BreakableObject/TreasureBox.obj	presentation=0/declared=9/scripted=0/other=0	dungeon=5(ownership)	false
638	4	map/Sunderland/h614.map	PVP无名	[231 247 248 292 296]	object=221 -> monster=10 level=9 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=8/scripted=0/other=0	dungeon=5(ownership)	false
802	4	map/SunderlandPoison/802.map	PVP无名	[221 247 251]	object=221 -> monster=6 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=4/scripted=0/other=0	dungeon=6(ownership)	false
803	4	map/SunderlandPoison/803.map	PVP无名	[221 247 248 291 292 293]	object=221 -> monster=5003 level=11 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=7/scripted=0/other=0	dungeon=6(ownership)	false
806	4	map/SunderlandPoison/s806.map	PVP无名	[251 256 1012]	object=221 -> monster=3 level=1 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=6/scripted=0/other=0	dungeon=6(ownership)	false
807	4	map/SunderlandPoison/807.map	PVP无名	[245 248 292 296]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=7/scripted=0/other=0	dungeon=6(ownership)	false
808	4	map/SunderlandPoison/808.map	PVP无名	[247 248 251 252 255 256 257 261 291 292 1009]	object=221 -> monster=5003 level=11 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=14/scripted=0/other=0	dungeon=6(ownership)	false
810	4	map/SunderlandPoison/810.map	PVP无名	[251 254 261 291 292 1009]	object=221 -> monster=5002 level=10 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5003 level=10 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=8/scripted=0/other=0	dungeon=6(ownership)	false
811	4	map/SunderlandPoison/811.map	PVP无名	[251 254 256 257 292 296 1008]	object=221 -> monster=6 level=9 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=10/scripted=0/other=0	dungeon=6(ownership)	false
814	4	map/SunderlandPoison/s814.map	PVP无名	[247 254 257 296 1011]	object=221 -> monster=6 level=9 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=8/scripted=0/other=0	dungeon=6(ownership)	false
815	4	map/SunderlandPoison/815.map	PVP无名	[247 248 251 292]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=7/scripted=0/other=0	dungeon=6(ownership)	false
816	4	map/SunderlandPoison/816.map	PVP无名	[251 252 253 254 256 296 1009 1013]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=10/scripted=0/other=0	dungeon=6(ownership)	false
817	4	map/SunderlandPoison/817.map	PVP无名	[247 248 251 261 291 292 296]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=9/scripted=0/other=0	dungeon=6(ownership)	false
819	4	map/SunderlandPoison/819.map	PVP无名	[247 261 292]	object=221 -> monster=5002 level=10 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=5/scripted=0/other=0	dungeon=6(ownership)	false
820	4	map/SunderlandPoison/820.map	PVP无名	[247 248 251 256 291 292 296 1013]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=11/scripted=0/other=0	dungeon=6(ownership)	false
825	4	map/SunderlandPoison/825.map	PVP无名	[292]	object=221 -> monster=5002 level=10 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=3/scripted=0/other=0	dungeon=6(ownership)	false
828	4	map/SunderlandPoison/828.map	PVP无名	[247 251]	object=221 -> monster=5003 level=10 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=8 level=10 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=4/scripted=0/other=0	dungeon=6(ownership)	false
829	4	map/SunderlandPoison/829.map	PVP无名	[251 252 255 256 257 261 292 296 1013]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=11/scripted=0/other=0	dungeon=6(ownership)	false
830	4	map/SunderlandPoison/830.map	PVP无名	[247 248 261 291 292 293]	object=221 -> monster=8 level=11 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=7/scripted=0/other=0	dungeon=6(ownership)	false
831	4	map/SunderlandPoison/831.map	PVP无名	[247 248 261 291 292 293]	object=221 -> monster=5002 level=11 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=8/scripted=0/other=0	dungeon=6(ownership)	false
833	4	map/SunderlandPoison/833.map	PVP无名	[251 254 256 257 292 296 1008]	object=221 -> monster=6 level=9 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=10/scripted=0/other=0	dungeon=6(ownership)	false
835	4	map/SunderlandPoison/835.map	PVP无名	[247 248 251 252 255 256 257 261 291 292 1009 1013]	object=221 -> monster=5002 level=10 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5002 level=10 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=15/scripted=0/other=0	dungeon=6(ownership)	false
836	4	map/SunderlandPoison/836.map	PVP无名	[247 261 292]	object=221 -> monster=5002 level=10 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=5/scripted=0/other=0	dungeon=6(ownership)	false
838	4	map/SunderlandPoison/838.map	PVP无名	[247 248 251 256 261 291 292 296 1013]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=8 level=10 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=12/scripted=0/other=0	dungeon=6(ownership)	false
841	4	map/SunderlandPoison/841.map	PVP无名	[247 248 251 261 291 292 296]	object=221 -> monster=5003 level=11 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=9/scripted=0/other=0	dungeon=6(ownership)	false
842	4	map/SunderlandPoison/842.map	PVP无名	[251 252 253 254 256 296 1009 1013]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=10/scripted=0/other=0	dungeon=6(ownership)	false
843	4	map/SunderlandPoison/843.map	PVP无名	[247 248 251 292]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=7/scripted=0/other=0	dungeon=6(ownership)	false
844	4	map/SunderlandPoison/844.map	PVP无名	[247 254 257 296 1011]	object=221 -> monster=8 level=11 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=7/scripted=0/other=0	dungeon=6(ownership)	false
846	4	map/SunderlandPoison/846.map	PVP无名	[247 248 251 292]	object=221 -> monster=6 level=9 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=7/scripted=0/other=0	dungeon=6(ownership)	false
847	4	map/SunderlandPoison/847.map	PVP无名	[247 248 292]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=6 level=10 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=5/scripted=0/other=0	dungeon=6(ownership)	false
848	4	map/SunderlandPoison/848.map	PVP无名	[247 248 291 292]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=6 level=10 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=6/scripted=0/other=0	dungeon=6(ownership)	false
851	4	map/SunderlandPoison/e803(2,0).map	PVP无名	[221 252 253 254 255 256 257 1009]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=9/scripted=0/other=0	dungeon=6(ownership)	false
852	4	map/SunderlandPoison/e817(1,2).map	PVP无名	[221 252 254 256 257 296 1009]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=8/scripted=0/other=0	dungeon=6(ownership)	false
853	4	map/SunderlandPoison/n802(1,0).map	PVP无名	[247 292]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=5/scripted=0/other=0	dungeon=6(ownership)	false
855	4	map/SunderlandPoison/n805(3,0).map	PVP无名	[231 247 261 286]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=6 level=10 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=5/scripted=0/other=0	dungeon=6(ownership)	false
856	4	map/SunderlandPoison/n806(3,0).map	PVP无名	[221 231 247 296]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=6 level=10 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=4/scripted=0/other=0	dungeon=6(ownership)	false
858	4	map/SunderlandPoison/n808(3,1).map	PVP无名	[251 293 1011 1012 3000 3001 3003 3004 3005]	object=221 -> monster=5002 level=11 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5003 level=11 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=11/scripted=0/other=0	dungeon=6(ownership)	false
859	4	map/SunderlandPoison/n809(2,1).map	PVP无名	[292]	object=221 -> monster=8 level=11 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=4/scripted=0/other=0	dungeon=6(ownership)	false
860	4	map/SunderlandPoison/n816(0,2).map	PVP无名	[247 292]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=5/scripted=0/other=0	dungeon=6(ownership)	false
862	4	map/SunderlandPoison/n819(1,3).map	PVP无名	[231 247 261 286]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=6 level=10 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=5/scripted=0/other=0	dungeon=6(ownership)	false
863	4	map/SunderlandPoison/n820(1,3).map	PVP无名	[221 247 296]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=6 level=10 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=4/scripted=0/other=0	dungeon=6(ownership)	false
865	4	map/SunderlandPoison/n822(2,3).map	PVP无名	[251 254 255 256 257 293 1008 1009 1010 1011 3000 3001 3002 3003 3005]	object=221 -> monster=5002 level=11 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5003 level=11 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=17/scripted=0/other=0	dungeon=6(ownership)	false
866	4	map/SunderlandPoison/n823(3,3).map	PVP无名	[231 247 261]	object=221 -> monster=8 level=11 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=8 level=11 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=5/scripted=0/other=0	dungeon=6(ownership)	false
867	4	map/SunderlandPoison/n824(3,3).map	PVP无名	[221 247 251 252 254 1008 1009 1011 3000]	object=221 -> monster=8 level=11 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=8 level=11 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=10/scripted=0/other=0	dungeon=6(ownership)	false
868	4	map/SunderlandPoison/h810(4,1).map	PVP无名	[231 247 261]	object=221 -> monster=8 level=11 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=8 level=11 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=4/scripted=0/other=0	dungeon=6(ownership)	false
869	4	map/SunderlandPoison/h811(4,1).map	PVP无名	[247 251 252 254 1008 1009 1011 3000]	object=221 -> monster=8 level=11 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=8 level=11 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=10/scripted=0/other=0	dungeon=6(ownership)	false
873	4	map/SunderlandPoison/h826(3,2).map	PVP无名	[251 254 256 257 1008 1009]	object=221 -> monster=5002 level=11 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5003 level=11 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5003 level=11 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=9/scripted=0/other=0	dungeon=6(ownership)	false
875	4	map/SunderlandPoison/h829(4,2).map	PVP无名	[261 296]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=5/scripted=0/other=0	dungeon=6(ownership)	false
876	4	map/SunderlandPoison/h830(4,2).map	PVP无名	[261 296]	object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=3 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=4/scripted=0/other=0	dungeon=6(ownership)	false
877	4	map/SunderlandPoison/h832(4,3).map	PVP无名	[231 247 261]	object=221 -> monster=5002 level=11 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5003 level=11 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=5/scripted=0/other=0	dungeon=6(ownership)	false
880	4	map/SunderlandPoison/b831(4,3).map	PVP无名	[231 247 261]	object=221 -> monster=5002 level=11 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5002 level=11 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5003 level=11 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5003 level=11 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=5/scripted=0/other=0	dungeon=6(ownership)	false
1005	4	map/GrakKarak/1003.map	PVP无名	[249 250 261 302 306]	object=221 -> monster=5002 level=13 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5002 level=14 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5002 level=15 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=8/scripted=0/other=0	dungeon=7(ownership)	false
1006	4	map/GrakKarak/1004.map	PVP无名	[249 250 261 301 302]	object=1015 -> monster=4 level=10 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=4 level=5 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=4 level=5 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=6 level=10 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=221 -> monster=11 level=6 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=10/scripted=0/other=0	dungeon=7(ownership)	false
1007	4	map/GrakKarak/1005.map	PVP无名	[249 261 262 301 302 1018]	object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=7 level=13 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj	presentation=0/declared=9/scripted=0/other=0	dungeon=7(ownership)	false
1008	4	map/GrakKarak/1006.map	PVP无名	[249 250 261 301 302 306]	object=1015 -> monster=4 level=5 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=4 level=5 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj	presentation=0/declared=10/scripted=0/other=0	dungeon=7(ownership)	false
1009	4	map/GrakKarak/1009.map	PVP无名	[249 250 302 306]	object=1015 -> monster=4 level=5 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=6 level=10 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj	presentation=0/declared=7/scripted=0/other=0	dungeon=7(ownership)	false
1010	4	map/GrakKarak/1010.map	PVP无名	[301 302 306]	object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj	presentation=0/declared=7/scripted=0/other=0	dungeon=7(ownership)	false
1011	4	map/GrakKarak/1011.map	PVP无名	[249 250 262 301 302]	object=1015 -> monster=4 level=6 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj; object=1015 -> monster=7 level=12 ref=MapObject/Trap/GoblinBunker/GoblinBunker.obj	presentation=0/declared=8/scripted=0/other=0	dungeon=7(ownership)	false
