object_id	ref
2093557	GContents/180619_Fiendwar/Monster/Boss_Weiss/Anti_Gravity/Anti_Gravity_Zone.obj
109000605	ActionObject/Monster/dimensiongate/blackearth/michaela/spear_Explosion.obj
109002749	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Skill1/Skill1.obj
109002750	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Skill2/Skill2.obj
109002751	ActionObject/Monster/CollosseumofEmpire/CorruptMo/MoveDeath/MoveDeath.obj
109002752	ActionObject/Monster/CollosseumofEmpire/CorruptMo/MoveDeath_1/MoveDeath_1.obj
109002753	ActionObject/Monster/CollosseumofEmpire/CorruptMo/MoveDeath_2/MoveDeath_2.obj
109002754	ActionObject/Monster/CollosseumofEmpire/CorruptMo/MoveDeath_3/MoveDeath_3.obj
109002773	ActionObject/Monster/CollosseumofEmpire/CorruptMo/EyeLight/EyeLight.obj
109002774	ActionObject/Monster/CollosseumofEmpire/CorruptMo/MoveDeath_hit/MoveDeath_hit.obj
109002775	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Eball/Eball.obj
109002776	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Pskill_1/Pskill_1.obj
109002777	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Pskill_1_1/Pskill_1_1.obj
109002778	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Pskill_0/Pskill_0.obj
109002779	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Pskill_0_1/Pskill_0_1.obj
109002780	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Pskill_2/Pskill_2.obj
109002781	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Pskill_2_1/Pskill_2_1.obj
109002782	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Pskill_2_2/Pskill_2_2.obj
109002783	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Pskill_Dummy/Pskill_Dummy.obj
109002784	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Pskil_Boom/Pskil_Boom.obj
109002785	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Skill_Boom_1/Skill_Boom_1.obj
109002786	ActionObject/Monster/CollosseumofEmpire/CorruptMo/hold_Dummy/hold_Dummy.obj
109002787	ActionObject/Monster/CollosseumofEmpire/CorruptMo/hold_Dummy_2/hold_Dummy_2.obj
109002788	ActionObject/Monster/CollosseumofEmpire/CorruptMo/JangPung_1/JangPung_1.obj
109002789	ActionObject/Monster/CollosseumofEmpire/CorruptMo/JangPung_2/JangPung_2.obj
109002790	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Teleport/Teleport.obj
109002791	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Eball_2/Eball_2.obj
109002792	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Eball_Hit_1/Eball_Hit_1.obj
109002793	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Wave_1/Wave_1.obj
109002794	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Tongbae/Tongbae.obj
109002795	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Eball_3/Eball_3.obj
109002796	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Pskill_3.obj
109002797	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Gasok_1/Gasok_1.obj
109002798	ActionObject/Monster/CollosseumofEmpire/CorruptMo/EballUpDown/EballUpDown.obj
109002799	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Eball_Hit/Eball_Hit.obj
109002800	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Tongbae_2/Tongbae_2.obj
109002801	ActionObject/Monster/CollosseumofEmpire/CorruptMo/EballUp/EballUp.obj
109002802	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Smo/Smo.obj
109002803	ActionObject/Monster/CollosseumofEmpire/CorruptMo/JanSang/JanSang.obj
109002804	ActionObject/Monster/CollosseumofEmpire/CorruptMo/EballDown/EballDown.obj
109002805	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Target/Target.obj
109002806	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Wave_0/Wave_0.obj
109002807	ActionObject/Monster/CollosseumofEmpire/CorruptMo/DarkAura/DarkAura.obj
109002808	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Skill1Hit/Skill1Hit.obj
109002809	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Skill2Hit/Skill2Hit.obj
109002810	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Tongbae_Hit/Tongbae_Hit.obj
109002811	ActionObject/Monster/CollosseumofEmpire/CorruptMo/darksmo/darksmo.obj
109002812	ActionObject/Monster/CollosseumofEmpire/CorruptMo/DarkSmo_UpBall/DarkSmo_UpBall.obj
109002813	ActionObject/Monster/CollosseumofEmpire/CorruptMo/DarkSmo_idle/DarkSmo_idle.obj
109002814	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Charge/Charge.obj
109002815	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Pskill_Dummy1/Pskill_Dummy1.obj
109002816	ActionObject/Monster/CollosseumofEmpire/CorruptMo/RageE/RageE.obj
109002817	ActionObject/Monster/CollosseumofEmpire/CorruptMo/RageE_1/RageE_1.obj
109002818	ActionObject/Monster/CollosseumofEmpire/CorruptMo/RageE_2/RageE_2.obj
109002819	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Tongbae_3/Tongbae_3.obj
109002820	ActionObject/Monster/CollosseumofEmpire/CorruptMo/Tongbae_3_Dummy/Tongbae_3_Dummy.obj
109002821	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_1/1Phase_Parumeru_Skill_1_1.obj
109002822	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_2/1Phase_Parumeru_Skill_2.obj
109002823	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_2_1/1Phase_Parumeru_Skill_2_1.obj
109002824	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_2_2/1Phase_Parumeru_Skill_2_2.obj
109002825	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_2_1_1/1Phase_Parumeru_Skill_2_1_1.obj
109002826	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_2_2_1/1Phase_Parumeru_Skill_2_2_1.obj
109002827	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_3/1Phase_Parumeru_Skill_3_1_1/1Phase_Parumeru_Skill_3_1_1.obj
109002828	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_3/1Phase_Parumeru_Skill_3_1_2/1Phase_Parumeru_Skill_3_1_2.obj
109002829	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_3/1Phase_Parumeru_Skill_3_1_3/1Phase_Parumeru_Skill_3_1_3.obj
109002830	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_3/1Phase_Parumeru_Skill_3_1_4/1Phase_Parumeru_Skill_3_1_4.obj
109002831	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_3/1Phase_Parumeru_Skill_3_2_1/1Phase_Parumeru_Skill_3_2_1.obj
109002832	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_3/1Phase_Parumeru_Skill_3_2_2/1Phase_Parumeru_Skill_3_2_2.obj
109002833	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_3/1Phase_Parumeru_Skill_3_2_3/1Phase_Parumeru_Skill_3_2_3.obj
109002834	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_3/1Phase_Parumeru_Skill_3_2_4/1Phase_Parumeru_Skill_3_2_4.obj
109002835	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_4/1Phase_Parumeru_Skill_4_1/1Phase_Parumeru_Skill_4_1.obj
109002836	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_4/1Phase_Parumeru_Skill_4_2/1Phase_Parumeru_Skill_4_2.obj
109002837	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_4/1Phase_Parumeru_Skill_4_3/1Phase_Parumeru_Skill_4_3.obj
109002838	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_4/1Phase_Parumeru_Skill_4_4/1Phase_Parumeru_Skill_4_4.obj
109002839	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_4/1Phase_Parumeru_Skill_4_5/1Phase_Parumeru_Skill_4_5.obj
109002840	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_4/1Phase_Parumeru_Skill_4_6/1Phase_Parumeru_Skill_4_6.obj
109002841	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_4/1Phase_Parumeru_Skill_4_7/1Phase_Parumeru_Skill_4_7.obj
109002842	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_4/1Phase_Parumeru_Skill_4_8/1Phase_Parumeru_Skill_4_8.obj
109002843	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_4/1Phase_Parumeru_Skill_4_9/1Phase_Parumeru_Skill_4_9.obj
109002844	ActionObject/Monster/CollosseumofEmpire/Parumeru/2Phase_Parumeru_Skill_1/2Phase_Parumeru_Skill_1.obj
109002845	ActionObject/Monster/CollosseumofEmpire/Parumeru/2Phase_Parumeru_Skill_2/2Phase_Parumeru_Skill_2_1/2Phase_Parumeru_Skill_2_1.obj
109002846	ActionObject/Monster/CollosseumofEmpire/Parumeru/2Phase_Parumeru_Skill_2/2Phase_Parumeru_Skill_2_2/2Phase_Parumeru_Skill_2_2.obj
109002847	ActionObject/Monster/CollosseumofEmpire/Parumeru/2Phase_Parumeru_Skill_3/2Phase_Parumeru_Skill_3_1/2Phase_Parumeru_Skill_3_1.obj
109002848	ActionObject/Monster/CollosseumofEmpire/Parumeru/2Phase_Parumeru_Skill_3/2Phase_Parumeru_Skill_F/2Phase_Parumeru_Skill_F.obj
109002849	ActionObject/Monster/CollosseumofEmpire/Parumeru/2Phase_Parumeru_Skill_3/2Phase_Parumeru_Skill_I/2Phase_Parumeru_Skill_I.obj
109002850	ActionObject/Monster/CollosseumofEmpire/Parumeru/2Phase_Parumeru_Skill_3/2Phase_Parumeru_Skill_L/2Phase_Parumeru_Skill_L.obj
109002851	ActionObject/Monster/CollosseumofEmpire/Parumeru/2Phase_Parumeru_Skill_3/2Phase_Parumeru_Skill_D/2Phase_Parumeru_Skill_D.obj
109002852	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_Skill_EX1/2P_Skill_EX1_1/2P_Skill_EX1_1.obj
109002853	ActionObject/Monster/CollosseumofEmpire/Parumeru/2Phase_Parumeru_Skill_4/2P_Skill_4_1/2P_Skill_4_1.obj
109002854	ActionObject/Monster/CollosseumofEmpire/Parumeru/Parumeru_Dash/Parumeru_Dash_1/Parumeru_Dash_1.obj
109002855	ActionObject/Monster/CollosseumofEmpire/Parumeru/Parumeru_Dash/Parumeru_Dash_2/Parumeru_Dash_2.obj
109002856	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_F_Ground/2P_F_Ground.obj
109002857	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_F_Ground/2P_F_Ground_2/2P_F_Ground_2.obj
109002858	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_F_Tan/2P_F_Tan_1/2P_F_Tan_1.obj
109002859	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_F_Breath/2P_F_Breath_1/2P_F_Breath_1.obj
109002860	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_F_Pong/2P_F_Pong_1/2P_F_Pong_1.obj
109002861	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_F_TanJump/2P_F_TanJump_1/2P_F_TanJump_1.obj
109002862	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_F_TanJump/2P_F_TanJump_2/2P_F_TanJump_2.obj
109002863	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_F_TanJump/2P_F_TanJump_3/2P_F_TanJump_3.obj
109002864	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_F_TanJump/2P_F_TanJump_4/2P_F_TanJump_4.obj
109002865	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_F_TanJump/2P_F_TanJump_Shot_1/2P_F_TanJump_Shot_1.obj
109002866	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_I_Normal1_1/2P_I_Normal1_1.obj
109002867	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_I_Normal1_1/2P_I_Normal1_2/2P_I_Normal1_2.obj
109002868	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_I_Normal1_1/2P_I_Normal1_3/2P_I_Normal1_3.obj
109002869	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_I_Domino1/2P_I_Domino1_1/2P_I_Domino1_1.obj
109002870	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_I_Tan1/2P_I_Tan1_1/2P_I_Tan1_1.obj
109002871	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_I_Domino1/2P_I_Domino1_2/2P_I_Domino1_2.obj
109002872	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_I_Ball1/2P_I_Ball1_1/2P_I_Ball1_1.obj
109002873	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_I_BigBall1/2P_I_BigBall1_1/2P_I_BigBall1_1.obj
109002874	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_I_BigBall1/2P_I_BigBall1_2/2P_I_BigBall1_2.obj
109002875	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_I_BigBall1/2P_I_BigBallGround1/2P_I_BigBallGround1.obj
109002876	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_L_Dash1/2P_L_Dash1_1/2P_L_Dash1_1.obj
109002877	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_L_Lightning1/2P_L_Lightning1_1/2P_L_Lightning1_1.obj
109002878	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_Tell1/2P_Tell1_1/2P_Tell1_1.obj
109002879	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_Tell1/2P_Tell1_2/2P_Tell1_2.obj
109002880	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_L_Aura1/2P_L_Aura1_1/2P_L_Aura1_1.obj
109002881	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_L_Normal1/2P_L_Normal1_1/2P_L_Normal1_1.obj
109002882	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_L_Normal1/2P_L_Normal1_2/2P_L_Normal1_2.obj
109002883	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_L_Dummy1/2P_L_Dummy1_1/2P_L_Dummy1_1.obj
109002884	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_L_Thunder1/2P_L_Thunder1_1/2P_L_Thunder1_1.obj
109002885	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_L_Thunder1/2P_L_Thunder1Dummy1_1/2P_L_Thunder1Dummy1_1.obj
109002886	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_L_Aura1/2P_L_Aura1_2/2P_L_Aura1_2.obj
109002887	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_Tell1/2P_TellHold1_1/2P_TellHold1_1.obj
109002888	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_Tell1/2P_Tell1_3/2P_Tell1_3.obj
109002889	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_Tell1/2P_TellHold1_2/2P_TellHold1_2.obj
109002890	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_D_Smog1/2P_D_Smog1_1/2P_D_Smog1_1.obj
109002891	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_D_Smog1/2P_D_Smog1_2/2P_D_Smog1_2.obj
109002892	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_D_HideBall/2P_D_HideBall1_1/2P_D_HideBall1_1.obj
109002893	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_D_HideBall/2P_D_HideBall1_2/2P_D_HideBall1_2.obj
109002894	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_D_HideBall/2P_D_HideBall1_3/2P_D_HideBall1_3.obj
109002895	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_D_HideBall/2P_D_HideBall1_4/2P_D_HideBall1_4.obj
109002896	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_D_HideBall/2P_D_HideBall1_5/2P_D_HideBall1_5.obj
109002897	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_D_HideBall/2P_D_HideBall1_6/2P_D_HideBall1_6.obj
109002898	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_D_HideBall/2P_D_HideBall3_1/2P_D_HideBall3_1.obj
109002899	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_D_SmogWind1/2P_D_SmogWind1_1/2P_D_SmogWind1_1.obj
109002900	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_D_SmogWind1/2P_D_SmogWind1_2/2P_D_SmogWind1_2.obj
109002901	ActionObject/Monster/CollosseumofEmpire/Parumeru/1P_F/1P_F_Casting1/1P_F_Casting1.obj
109002902	ActionObject/Monster/CollosseumofEmpire/Parumeru/1P_I/1P_I_Casting1/1P_I_Casting1.obj
109002903	ActionObject/Monster/CollosseumofEmpire/Parumeru/1P_L/1P_L_Casting1/1P_L_Casting1.obj
109002904	ActionObject/Monster/CollosseumofEmpire/Parumeru/1P_D/1P_D_Casting1/1P_D_Casting1.obj
109002905	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_I_Aura/2P_I_Aura_Eff1_1/2P_I_Aura_Eff1_1.obj
109002906	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_I_Aura/2P_I_Aura_Eff_dummy/2P_I_Aura_Eff_dummy.obj
109002907	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_D_DarkHolder/2P_D_DarkHolder1_1/2P_D_DarkHolder1_1.obj
109002908	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_D_DarkHolder/2P_D_DarkHolder1_2/2P_D_DarkHolder1_2.obj
109002909	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_3/1Phase_Parumeru_Skill_3_11_1/1Phase_Parumeru_Skill_3_11_1.obj
109002910	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_3/1Phase_Parumeru_Skill_3_11_2/1Phase_Parumeru_Skill_3_11_2.obj
109002911	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_3/1Phase_Parumeru_Skill_3_11_3/1Phase_Parumeru_Skill_3_11_3.obj
109002912	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_3/1Phase_Parumeru_Skill_3_11_4/1Phase_Parumeru_Skill_3_11_4.obj
109002913	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_3/1Phase_Parumeru_Skill_3_12_1/1Phase_Parumeru_Skill_3_12_1.obj
109002914	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_3/1Phase_Parumeru_Skill_3_12_2/1Phase_Parumeru_Skill_3_12_2.obj
109002915	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_7/1Phase_Parumeru_Skill_7_1/1Phase_Parumeru_Skill_7_1.obj
109002916	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_7/1Phase_Parumeru_Skill_7_2/1Phase_Parumeru_Skill_7_2.obj
109002917	ActionObject/Monster/CollosseumofEmpire/Parumeru/1Phase_Parumeru_Skill_7/1Phase_Parumeru_Skill_7_3/1Phase_Parumeru_Skill_7_3.obj
109002918	ActionObject/Monster/CollosseumofEmpire/Parumeru/1P_TimeLight/1P_TimeLight/1P_TimeLight.obj
109002919	ActionObject/Monster/CollosseumofEmpire/Parumeru/1P_TimeLight/1P_TimeLight2/1P_TimeLight2.obj
109002920	ActionObject/Monster/CollosseumofEmpire/Parumeru/1P_TimeLight/1P_TimeLight3/1P_TimeLight3.obj
109002921	ActionObject/Monster/CollosseumofEmpire/Parumeru/2P_I_Domino1/2P_I_Box1/2P_I_Box1.obj
109006258	ActionObject/Monster/Special/StationEscape/Smog_1.obj
109007425	ActionObject/Monster/MissionQuest/Stonelantern_6_6/Stonelantern_6.obj
